,ATT_DesPitch,ATT_DesRoll,ATT_DesYaw,ATT_ErrRP,ATT_ErrYaw,ATT_Pitch,ATT_Roll,ATT_TimeMS,ATT_Yaw,BARO_Alt,BARO_CRt,BARO_Press,BARO_Temp,CTUN_Alt,CTUN_AngBst,CTUN_BarAlt,CTUN_CRt,CTUN_DAlt,CTUN_DCRt,CTUN_DSAlt,CTUN_SAlt,CTUN_ThrIn,CTUN_ThrOut,CTUN_TimeMS,CURR_Curr,CURR_CurrTot,CURR_ThrInt,CURR_ThrOut,CURR_TimeMS,CURR_Vcc,CURR_Volt,DU32_Id,DU32_Value,ERR_ECode,ERR_Subsys,EV_Id,GPS_Alt,GPS_GCrs,GPS_HDop,GPS_Lat,GPS_Lng,GPS_NSats,GPS_RelAlt,GPS_Spd,GPS_Status,GPS_T,GPS_TimeMS,GPS_VZ,GPS_Week,IMU_AccX,IMU_AccY,IMU_AccZ,IMU_GyrX,IMU_GyrY,IMU_GyrZ,IMU_TimeMS,MAG_MagZ,MAG_OfsX,MODE_Mode,MODE_ThrCrs,MSG_Message,NTUN_DAccX,NTUN_DAccY,NTUN_DPosX,NTUN_DPosY,NTUN_DVelX,NTUN_DVelY,NTUN_PosX,NTUN_PosY,NTUN_TimeMS,NTUN_VelX,NTUN_VelY,PARM_Name,PARM_Value,PM_I2CErr,PM_INAVErr,PM_INSErr,PM_MaxT,PM_NLon,PM_NLoop,PM_PMT,RAD_Fixed,RAD_Noise,RAD_RSSI,RAD_RemNoise,RAD_RemRSSI,RAD_RxErrors,RAD_TxBuf,RCIN_C1,RCIN_C10,RCIN_C11,RCIN_C12,RCIN_C2,RCIN_C3,RCIN_C4,RCIN_C5,RCIN_C6,RCIN_C7,RCIN_C8,RCIN_C9
ATT_DesPitch,1.0,-0.05040381552939949,-0.24399100423782177,0.07871266948740731,0.002628921359986745,0.58126700888365,-0.05333573916939728,0.022224227028105916,-0.1280783925048509,-0.1635958250749977,0.09909698273094988,0.1645303284644364,0.0637322365911185,-0.008138995845222107,0.005082153879324883,-0.013649073119833321,0.044360486926001225,-0.06914257204787776,0.048268844757695877,0.0805187202217862,0.030904682574362866,-0.005867950363742766,0.08904848515288809,0.022280135325090145,-0.014045384447696782,0.040325540706034425,-0.01661429432281305,-0.07124139572701887,0.022620640347499877,0.02112986946200021,-0.04698192995983301,,0.025197239292113278,0.16137919757992383,0.03393754327110882,-0.0326413061623282,-0.18280689254353383,0.009310383858892159,0.03572942303524249,0.009341562727106865,0.08948932199904755,-0.048526386273218924,-0.11479365822209948,-0.2744997020898726,-0.03667810652611309,0.022302546997163244,0.02100951536824633,-0.08143973765401599,-0.017169923122952173,0.28568815259831,-0.032799373725530226,0.06260510626271994,-0.005776129986491073,0.08582633943118526,-0.034705311079063536,0.022232550242371783,-0.08881179319624713,-0.0011525245693412775,0.012541907955885325,-0.0579883246438444,0.10406603358680293,-0.044350054833546676,-0.46972609232460844,0.21422214913894555,-0.02343310700489597,-0.1174172513909318,0.09284328902067165,0.2501874908853115,-0.10434931693139396,-0.18658515127516037,-0.03711975622651917,0.1769352657651481,0.01461704509477305,-0.0014167787432426658,,,,-0.01907995447335173,-0.20483296530617712,-0.06530756557113801,-0.11044435092342764,0.11479042426589198,-0.01588301704381701,0.058013784727020234,-0.14892524704283777,-0.029913258098653098,0.09379806173314176,-0.0328947615639217,-0.10804411082891167,0.15334279590943872,,,0.5139548513420691,0.06267792951888047,0.08673395667383396,-0.17017092649145762,0.09261362807693406,0.018862640766296408,-0.019387478732685377,
ATT_DesRoll,-0.05040381552939949,1.0,-0.06984303984529357,-0.06130850198054458,-0.0391372587341556,-0.024661392702800662,0.629240036936676,0.009671357212813394,-0.007013773310555247,-0.011730446172428974,-0.006649940810313513,0.011162521008909687,0.010412826849461583,-0.048304264304544584,0.1439029120924291,-0.05125525540280949,0.12553748330170295,-0.05237785937660442,0.12491329415069785,-0.02172878932384184,-0.007533569256511443,0.06517306673390855,0.05179138004515495,0.009678488833068674,0.059581513290645115,0.030012575610437832,0.06348388371239379,0.07449694295441162,0.009830945093815407,0.003351721138896131,-0.050352351424835906,,-0.06928765417688582,-0.28903458857289543,-0.034354880726676,0.011276937352796196,-0.060907160462331376,-0.021551421319572304,0.037227768417512325,-0.00301780149997787,0.03155622690845587,-0.03890486136786707,-0.03824054845206193,-0.023510585488376562,-0.08183308927218157,0.009679065443036134,0.020163674187772856,-0.01540502829443765,-0.0034605750363492036,-0.03164864453184991,-0.12922088667521842,-0.036368401910145405,0.1368177490055602,0.015175557473832577,0.23367610178644674,0.009672324960314104,0.1433785219762522,0.006073539780174894,-0.04133519904311139,0.06193534503810863,-0.06881193561925615,-0.5300737251519111,0.04971694529058497,0.053407145306134926,0.13763287878533945,-0.26649067416227196,-0.0642065244793498,0.3052807452704813,0.16328783698586147,-0.013320040627789837,0.017388292631442762,-0.10299399651082675,0.0015207159290113069,-0.0003815432270565265,,,,-0.02508923444013924,-0.010618583249715471,0.12329131763051518,-0.04380115425757917,0.022938520187842242,-0.0017958071502161411,0.050736704312332646,-0.05159557440240232,0.028130203230471135,0.022730842822053277,0.016210906267418314,0.5349965356336325,-0.09592044947388259,,,-0.10656528690431309,0.058894995504270686,0.09351796888707696,0.024906080859763053,0.014378204163265448,-0.028516608628734036,0.014615358324935488,
ATT_DesYaw,-0.24399100423782177,-0.06984303984529357,1.0,-0.024709157870420766,0.13846663296621883,-0.24732462303316663,-0.0882210857300594,-0.2193699200013594,0.9670066266917505,-0.036332090594528896,-0.009746749218803894,0.03673304558105809,-0.020346987678658723,0.017574122554560968,0.028802917848036697,0.018589331892572086,-0.031727118759636734,0.10325088752036093,-0.059091548073545816,0.022303097146395626,0.22541885806965015,0.01617214879572134,0.08648154064820199,-0.2193682133798469,0.08500220081120015,-0.1783288327865928,-0.22441600631461883,0.05611760493895357,-0.2196598747466865,-0.04592184190233858,0.0688143397747892,,-0.11597040396556087,-0.3828817541874374,-0.005040426588366513,0.0584729214422937,-0.02796408604121271,0.21620326633872988,-0.09382339131233754,0.1730816955536037,0.12811003292306739,0.09698550551252924,-0.0421418788286639,0.19258022506066724,0.03776705424212881,-0.21937757071137193,-0.2193624537817085,0.05390282177979303,,-0.18611743100716135,0.06660204473591064,0.018268332002393722,-0.010224699645109876,0.023731901167516077,-0.003889467642876232,-0.21938539560073003,-0.12283280466180088,,0.08172206325159233,-0.15375618282929884,,-0.06061905341253877,-0.054853662698514924,-0.015302454640474868,0.14456841846706955,-0.022554635809468093,-0.15588303445880375,-0.00028316998123380926,0.15828502142410844,-0.007156200610785303,0.03430617821182977,-0.223576367120658,0.056519984780567474,-0.007875706814656021,,,,-0.03452477878468967,0.13189145352266107,-0.01978222352179057,0.002731713871018312,-0.21370286328820517,0.016182009318352,-0.10877192915538772,0.08073944087882312,0.04888487699901822,-0.1869680273219035,0.034997961881828625,-0.05573268674517337,-0.16254409884711726,,,-0.23237134562917106,0.04408638037036137,0.060405405708099325,0.17085215541684845,0.03054313230701486,-0.12716412840183502,0.0016766906893696367,
ATT_ErrRP,0.07871266948740731,-0.06130850198054458,-0.024709157870420766,1.0,0.21762889833797483,0.05645499833956358,0.06066087814600666,0.06669504331480412,-0.11316723481631093,-0.08183664328014195,-0.0016952598810816184,0.07903419553061758,0.08333185143089022,0.09567710981074265,-0.03314235110174564,0.09619723238743405,-0.030530203219910963,0.01711511080641583,-0.0014149494974134897,0.04585242659561641,0.16938881395205002,0.09934378289040269,-0.011943585563225629,0.06724973947739478,0.17080300637124202,0.03813038990924061,0.12540478831161686,0.1662325274961904,0.07081005885047967,-0.08812726341542566,-0.08011755288600748,,-0.10907321592179436,-0.2275537175117484,-0.003715638950511643,0.13457224342980012,0.016038148373777403,-0.06305098729620062,0.10048615030243373,0.03811868119183834,-0.09033704846764556,-0.14470207028776974,-0.018171321058885918,-0.019193059977379395,-0.26666549721310595,0.06673835039956949,-0.00021173555507213634,-0.022007974641734568,-0.1813508371797841,0.08862461384636347,-0.1431743187358574,0.2026117763603411,-0.008010068587402835,0.004001933624271196,-0.010623669249305393,0.0667209316710566,-0.12152192217964419,-0.11155772344864218,-0.04940936294624553,0.1916052946757497,-0.023542220060351306,-0.013802271604914878,-0.03351194802575995,-0.04953857575885331,0.04244950606119783,-0.040679807406905556,0.0026642381621549186,-0.040426837894385746,0.038050126991365674,0.04712577613667497,-0.010582927087360859,0.016472765320661904,0.02354274793284716,-0.0007254911435288721,,,,-0.010220441699089677,-0.03213771467485725,-0.05101588150611907,-0.040984932646267465,0.049815031375617456,-0.01933722363534687,-0.03590816280090809,0.05498529025190944,-0.039470887181276185,0.046607306022314776,0.00276136394882645,0.022810269423708816,-0.2224441457005419,,,0.0631285830827898,-0.01500032537661551,0.002748788904630702,-0.020690541811767518,-0.04321538510863559,-0.050326003721082285,0.015906049218623448,
ATT_ErrYaw,0.002628921359986745,-0.0391372587341556,0.13846663296621883,0.21762889833797483,1.0,0.043409037385268114,0.10825078503118156,0.04897588032207368,0.035310338494828425,-0.1834377660468922,-0.01091035461935012,0.17894744209854177,0.12108411045626283,-0.10279339553214185,0.027583690079025516,-0.10297738122094857,-0.04867906802454914,-0.040301523042296956,-0.08742316429923562,0.0772965891367692,0.22197088158753597,0.0327242296032285,-0.10007694321597606,0.04948192740514845,0.3199080109875685,-0.022951538635953724,0.1574527254670066,0.2016707348494827,0.05070513055913309,-0.07175639943753345,0.0164266602045659,,-0.17092893298400944,0.21276404306151492,-0.005066301345422052,0.12194466553922283,-0.1498237005301708,-0.05844250007493019,0.20786566911942503,0.06012784542118225,-0.05709594261831611,-0.2630893499342781,-0.06067039991983853,-0.0703675601456617,-0.3651333681624578,0.04905181968278039,0.012413546726454582,-0.017971434636730736,-0.20899612472999424,0.04720203049239363,-0.15058169184187103,0.092190510939527,-0.009065001404809488,0.02842036075169018,0.008750619936313878,0.04901011650429756,-0.15236001308113706,-0.31656017296913064,-0.06959189400730441,0.07618291002010857,-0.22271605819993262,0.030776338806326204,-0.07133975176443812,0.02252221514676715,-0.0924466309598946,-0.02723207285087853,-0.23060131077845128,0.12072595404622717,0.05842755190422406,0.04841066384236118,-0.02667251079652842,-0.12054087710016394,-0.19284265964236283,0.026436093064422857,,,,-0.2011836965251313,-0.08561816106891222,0.06315909394315931,0.04842785304344155,0.08854245956131433,0.0037716801102967205,0.037097477957409954,0.08992781037332037,0.06902552356630695,0.0893904520979125,0.07936073774685713,0.02785618826329757,0.10383816554936613,,,-0.07621138450762802,-0.2090749513307976,0.11844948603335573,0.0778986262274977,-0.17386666788917543,-0.03977239761301754,-0.04511240916084064,
ATT_Pitch,0.58126700888365,-0.024661392702800662,-0.24732462303316663,0.05645499833956358,0.043409037385268114,1.0,0.12328202842768851,-0.1476907142026975,-0.11191676887519748,0.020871629915080396,0.15413005262498874,-0.02501037721695347,0.11487544284661001,0.00947810122921442,-0.0013146826662274458,0.005017059052885636,0.01749335146522349,-0.05345637730581898,0.020551912682495708,0.08793070074099014,0.03186342972859421,-0.01576355616769661,-0.006743005403161325,-0.14773846018029801,0.04463112293596876,-0.07546649764142524,0.016317174988241586,-0.06233416303545002,-0.14806037174109607,-0.021641831089337683,0.032546987985451734,,0.022955368644764725,0.1637178949742242,0.02763863484969203,-0.0060857433605594645,0.01780018754338413,0.04517582150707549,0.041938127031334864,0.052160879509260474,-0.044373008760429884,-0.04120089685788307,0.11213329751632974,-0.15506552466706183,-0.20634670094922422,-0.14772081323663142,-0.09526759081337664,-0.16265844126429807,0.01206617213469598,0.5993815280482807,-0.1351813697423731,-0.06053971128754375,-0.0020202213765484816,0.02919124037699411,-0.0563288218664061,-0.14769294768971022,0.2114561877561104,0.026590676531629356,0.003074474038905367,-0.025618004541093677,-0.14500951980978277,-0.10051788563479226,-0.35200742689577225,0.17737844325470975,0.030320985034781194,-0.16666596048958143,0.04577894372593511,0.31325677993091516,-0.07190686482599157,-0.3659341851025899,-0.038233254741029135,0.0946247259230929,0.042697867584378116,-0.005895425079287676,,,,-0.023155310353125298,-0.20453300587269352,-0.06041586996890195,-0.1023663597884839,-0.0884924738047077,-0.04777496365271363,0.18939661222690912,0.08003694844216504,0.1684013546717773,-0.086715158742732,0.024598922620436475,-0.11003237987686097,0.15983383480223873,,,0.48465054244681915,0.007397243508029609,-0.0271877789639998,-0.06523613662934728,0.11236435044063531,-0.024484179556526927,-0.053558873761821495,
ATT_Roll,-0.05333573916939728,0.629240036936676,-0.0882210857300594,0.06066087814600666,0.10825078503118156,0.12328202842768851,1.0,-0.11153495177629007,-0.10691744216546203,-0.06499695642851805,0.006937655886596282,0.06071378956261402,0.17330741645798042,-0.021939255228840774,0.19958362562164417,-0.0243514077376614,0.11088666974251031,-0.026339892975801648,0.10877644216600971,-0.0035723765456276892,-0.030977528643365747,0.04075528328198348,-0.1154079299817993,-0.11154512402695474,0.10210122760143979,-0.013693424263137424,0.060693694361408576,0.056147197823403015,-0.11170872377615682,-0.028997304847308596,0.006488766762519407,,-0.046461809778353395,-0.2938046456616455,-0.045787575188311655,-0.005568947463346621,-0.004563838478869437,-0.01356149424462802,0.10026301954727615,0.027160075442833755,-0.07921523807566969,-0.10360393108856776,-0.025347492138646354,-0.07965620540154664,-0.25040552394399734,-0.11154099961656413,-0.11111869949369314,-0.04124265299390032,0.0001441966441967113,0.10201390539128037,-0.49483476889476935,0.05969333815344078,-0.015740650085498704,-0.024567575315555156,0.1734953126559416,-0.11153610181909325,0.15534997788656918,0.09880522966394546,-0.11733597213639083,0.039173103057246084,-0.20046127284124196,-0.29897089344039296,0.10453198007374358,0.011444043009604866,0.14998241336034232,-0.20041836480252714,-0.1378441563743986,0.11974220655538469,0.16929229301537652,-0.09681758890724425,-0.09853232927246876,-0.14841122478354316,-0.10271564091049776,0.017905968312107595,,,,-0.03224979279841668,-0.026450400156369562,0.06900231520966282,-0.06218325483437179,-0.12962471411067164,-0.06680144170191711,0.18983856356287526,0.09539802210207454,0.1734896397782444,-0.12802835240965862,0.037142208071446456,0.47257466492306843,-0.09734814741565233,,,-0.07426480062138897,-0.04608333504432703,0.07921042782359607,0.044265946418235926,0.01626721829018376,-0.010990305319479794,-0.004647248148802556,
ATT_TimeMS,0.022224227028105916,0.009671357212813394,-0.2193699200013594,0.06669504331480412,0.04897588032207368,-0.1476907142026975,-0.11153495177629007,1.0,-0.20531099496289218,-0.051122292546683025,-0.13086862961569437,0.053318827670951426,-0.3425435599322874,-0.06938384464549158,-0.1424222558900653,-0.0678215397168356,-0.16305714535369265,-0.09224719868046326,-0.037970372066951835,0.27689644778697725,-0.2127401058561952,-0.12025524596321235,0.14411345256656322,0.9999994342626369,-0.002837090379270013,0.9831833406974262,0.9968344783190354,0.07481131237997354,0.9999906542971796,-0.05355360759634176,-0.6828561477429653,,0.17710858934859447,,0.011291646695536795,-0.03658412320978846,-0.045859091752325686,-0.0745443565422524,-0.012492937771777844,-0.39124912322497546,-0.09516788015141597,0.03404081526889556,-0.057452601018872874,0.020392573220727246,0.01036095848319381,0.9999982436599119,0.8695586802638369,0.11586830023165098,0.03654314431703625,-0.1951914823939822,0.15796633868900029,0.07371412100407271,0.00245799331566515,0.0015106209329986994,-0.003417363986336274,0.9999995631166715,-0.07128442465958994,-0.9241317448325062,-0.12062507910576314,0.4861888122387541,0.5621397055212127,0.3082736723442405,0.10189210393014018,-0.5802541992801796,0.12763312006485597,-0.009796992931190221,-0.4529653881158247,-0.6042986787876011,0.3992588818768685,0.9349543252502945,-0.07827915652078186,-0.34054087365217917,-0.1315210441945439,0.027392745982515822,,,,-0.26155704256031487,-0.19899936652467282,-0.05337438940008196,0.2692443814139744,0.9440102965617083,0.04093301117296186,-0.1484552677465993,0.03884752357512993,-0.14643539001836609,0.929402366752325,-0.05088619859100518,0.12826407573539958,,,,-0.02969019912648756,-0.0964899112758767,-0.003957952107136085,-0.039827639078401186,0.09464100046650055,0.21476031541414575,0.07348344586755941,
ATT_Yaw,-0.1280783925048509,-0.007013773310555247,0.9670066266917505,-0.11316723481631093,0.035310338494828425,-0.11191676887519748,-0.10691744216546203,-0.20531099496289218,1.0,0.10747306298061154,0.031054159164781825,-0.10554466884980246,-0.04822371943599066,0.018067214606675604,0.02824573584162655,0.018904490016122412,-0.02321942766670207,0.10479537823333755,-0.04571968392710701,0.030421899070389242,0.23067187134338124,0.0244708928495447,0.07681601946490575,-0.20533188993547652,0.0546770026231473,-0.14401178946459148,-0.22442433116273877,0.057719653624232224,-0.20551182862201547,-0.038990451516293746,0.06357078776267384,,-0.11654882624378375,-0.38675682810603607,-0.004269692034601814,0.058792757183398624,0.01603909284279604,0.43602938865991697,-0.03938183392362027,-0.01332179694671586,0.08542283947999614,0.05466880726797594,-0.015789576011703825,0.08213620874813023,0.12104340586871636,-0.2053098719448312,-0.16399654577468933,0.028459295636819766,-0.006386835345537532,-0.07683218289286023,0.12865572789096616,-0.10316417319840505,-0.008531540135112672,0.010169959218196606,-0.005584239881464327,-0.20532192286247594,0.08011005102362362,0.10369731935691731,0.09858706124791994,-0.15259909177870432,-0.014430991605111113,-0.11480813643946025,-0.11386934921989744,-0.03171650946035749,0.1481260109547614,-0.08183804233826478,-0.10968665029940261,0.06532570733908782,0.09877127642669008,-0.19087826528093077,0.04648796239467381,-0.17698971223439677,0.01244890192082736,-0.0032733457989972486,,,,-0.03680904862638592,0.13508688829424484,-0.007135220373926034,0.009202753856864953,-0.20145703328532596,0.04270403466690157,0.05038143225507902,0.10488326601883395,0.16832736158383896,-0.18081112213194298,0.04146562106553618,-0.05769799328731135,-0.1614589627178212,,,-0.14230617057701095,0.08172127020050991,0.039271025019958654,0.03995426445222881,-0.04839435878811691,-0.04017598831763649,-0.02378594492064774,
BARO_Alt,-0.1635958250749977,-0.011730446172428974,-0.036332090594528896,-0.08183664328014195,-0.1834377660468922,0.020871629915080396,-0.06499695642851805,-0.051122292546683025,0.10747306298061154,1.0,0.02372955353881491,-0.9997436983810508,-0.3255107876294398,0.9997719848363913,0.08486789555406248,0.9999972098005074,0.011713175589060114,0.7226496882157282,0.08899807289079023,0.29268545208649643,0.42854244123315677,0.061117995324567145,0.37110400318112274,-0.05102358868147122,0.14960921890340945,0.01829242994364272,-0.025369638589259853,0.2197060196433931,-0.052115959346452724,-0.14059515339766646,-0.2954810135764053,,-0.09970144215598067,-0.6408806821286002,-0.0063859732089268,0.23854607878434686,0.6753820560520022,0.046925822813351004,-0.04677185690386679,-0.025605602791278485,-0.04485759358620304,0.1837564002742013,0.9459218859806433,0.29853523280527183,0.0980581913141705,-0.05113232044652477,-0.04660115485264386,0.04104027123255896,0.004676014425804587,0.026658228582440685,0.14978206311132083,-0.1496880943316112,0.006808485858400531,0.005124027670915143,0.02276123657929146,-0.05107509572106137,0.19464636908868382,0.151143244623375,0.2354807364585932,0.1787155758672387,0.01405295671566864,0.1537931964738484,0.16587218776791432,-0.14989480144019904,-0.05481991960738616,0.11341467593041142,0.14063033132780686,-0.1898286457956111,-0.06821592130301031,-0.02887882127665145,0.12378175356514663,0.05268387488021783,0.06981237746449072,-0.008683307723026666,,,,-0.05914940728396742,0.09845768133036854,0.030426942607131115,-0.5609604914402198,-0.15349811501311952,-0.024535157866226866,-0.33249612866418515,-0.09127480225606895,-0.33167713981006863,-0.1567325118728882,0.02210473838323159,0.037157058839915456,-0.7306137855033763,,,0.02214853241594509,0.36139913697488757,0.004742357939991641,-0.08382827974061055,0.1671432272390268,0.018237432730607305,-0.003295225241204532,
